"id";"name";"num_affiliation";"primary_color";"secondary_color";"city"
8626;"AURORE DE TAUPONT";522465;"#006400";"#ffffff";""
8627;"F.C. MENIL";522467;"#000000";"";""
8628;"PARIS XIEME U.S.";522471;"#dc143c";"#ffffff";""
8629;"GALLIA S. ST AUNES";522476;"#dc143c";"#ffffff";""
8630;"U.S. MACOURIA";522492;"#006400";"#dc143c";""
8631;"YTRAC F.";522494;"#000000";"#000000";""
8632;"ET.S. ARCONSAT";522495;"#ffffff";"#dc143c";""
8633;"ET.S. ROANNAISE";522496;"#006400";"#ffffff";""
8634;"F.C. DORAT";522497;"#dc143c";"#ffffff";""
8635;"ENT. FAUVERNEY ROUVRES BRETENIER";522500;"#ffffff";"";""
8636;"A.S. CHABLISIENNE";522502;"#FFD41C";"";""
8637;"ENT. G.C. TOUVENT CHATEAUROUX";522503;"#000000";"";""
8638;"EV.S. ETRECHET";522508;"#092669";"#ffffff";""
8639;"AM. ANCIENS ELEVES NOHANT VIC";522509;"#092669";"";""
8640;"SP.L. PAUCOURT";522511;"#ffffff";"#092669";""
8641;"A.S. CHAMPIGNY LE ROCHEREAU";522518;"#FFD41C";"";""
8642;"A.S. ST DENIS DU PIN";522523;"#FFD41C";"#000000";""
8643;"AM.S. COLOMBIERS";522527;"#ffffff";"#dc143c";""
8644;"A.S. FORT DU PLASNE";522533;"#dc143c";"#092669";""
8645;"F.C. PANGE";522535;"#092669";"";""
8646;"F.O. BOURG EN BRESSE";522537;"#dc143c";"#000000";""
8647;"A.S. TROLLSPORT LYON";522542;"#FFD41C";"#092669";""
8648;"A.S. POUILLY LES NONAINS";522546;"#006400";"#ffffff";""
8649;"U.S. BAIX";522553;"";"";""
8650;"LE CHESNAY 78 F.C.";522563;"#006400";"#ffffff";""
8651;"EPINAY SUR ORGE S.C.";522564;"#dc143c";"#ffffff";""
8652;"U.S. BIOTOISE";522570;"#ffffff";"#dc143c";""
8653;"GALLIA C. DE GALLICIAN";522573;"#dc143c";"#ffffff";""
8654;"A.S. ASCHBACH";522585;"#ffffff";"#dc143c";""
8655;"U.S. WIMMENAU";522586;"#FFD41C";"#000000";""
8656;"F.C. LANGENSOULTZBACH";522588;"#dc143c";"#000000";""
8657;"F.C. TRUCHTERSHEIM";522589;"#000000";"#000000";""
8658;"A.S. RONGERES";522590;"#dc143c";"#000000";""
8659;"AM.C. CREUZIER LE VIEUX";522592;"#FFD41C";"#dc143c";""
8660;"U.S. ST BEAUZIRE";522594;"#092669";"#ffffff";""
8661;"J.S. DE MARZY";522596;"#092669";"";""
8662;"ENT.S. ARROU CHATILLON COURTALAI";522599;"#006400";"";""
8663;"ARDENTE DE TOURS";522600;"#006400";"#dc143c";""
8664;"U.S. MONTBAZONNAISE F. MONTBAZON";522603;"#092669";"#ffffff";""
8665;"AM.S. EXOUDUN";522607;"#dc143c";"#ffffff";""
8666;"CERC. ST ANDRE JOUY AUX ARCHES";522611;"#092669";"";""
8667;"ENT.S. SCHOENECK";522616;"#006400";"#ffffff";""
8668;"CLAIX F.";522619;"#4b0082";"#ffffff";""
8669;"A.S. NOVALAISIENNE";522621;"";"";""
8670;"J.S. GHYVELDE";522627;"#092669";"#ffffff";""
8671;"AV.S. COURCHELETTES";522628;"#092669";"#000000";""
8672;"U.S. ATTAQUOISE";522631;"#ffffff";"#092669";""
8673;"U.S. RAIMBEAUCOURT";522633;"#006400";"#ffffff";""
8674;"JEANNE D  ARC DE BALAZE";522655;"#092669";"";""
8675;"A.S. GRACES";522664;"#006400";"#ffffff";""
8676;"AV.S. MOTTERIEUX LA MOTTE";522665;"#dc143c";"#000000";""
8677;"S.C. LANRIVOARE";522669;"#FFD41C";"#000000";""
8678;"JEANNE D  ARC PEILLAC";522675;"#092669";"#dc143c";""
8679;"AL. AHUILLE";522678;"#006400";"#ffffff";""
8680;"E.S. BEAULIEU S/ OUDON";522679;"#006400";"";""
8681;"A.S. GRAZAY";522681;"#dc143c";"#000000";""
8682;"A.S.OM. MONTENAY";522683;"#dc143c";"";""
8683;"S.S. BAILLEUL SP.";522684;"#dc143c";"#006400";""
8684;"U.S. LUARTAISE";522685;"#006400";"#ffffff";""
8685;"E.S. ST GEORGES LE GAULTIER";522687;"#006400";"#ffffff";""
8686;"ARNOUVILLE F. A.S.";522689;"#006400";"#ffffff";""
8687;"ABEILLE DE RUEIL";522694;"#000000";"";""
8688;"GARGES LES GONESSE F.C.M.";522695;"#dc143c";"";""
8689;"U.S. EYGALIERES";522702;"#dc143c";"#ffffff";""
8690;"J.O. ST GABRIEL";522717;"#092669";"#dc143c";""
8691;"U. FRATERNELLE ST HERBLAIN";522724;"#dc143c";"#000000";""
8692;"A.S. PONTS DE CE";522735;"#006400";"#ffffff";""
8693;"ENT.S. SEQUEHART FONSOMME LEVERG";522750;"#dc143c";"";""
8694;"J.S. BULLES";522751;"#006400";"#ffffff";""
8695;"U.S. BONNEUIL EN VALOIS";522752;"#006400";"#dc143c";""
8696;"ENT.S. MORANNAISE";522758;"#FFD41C";"";""
8697;"REAL ASPTT MULHOUSE CF";522760;"#ffffff";"";""
8698;"ENT.S. ST ETIENNE VICQ BOST";522762;"#dc143c";"#ffffff";""
8699;"F.C. BOIS DU VERNE";522764;"#dc143c";"";""
8700;"F.C. MANDORAIS";522765;"#dc143c";"";""
8701;"BOISSEUIL F.C.";522774;"#092669";"#ffffff";""
8702;"FOY.RUR. DE BELLEGARDE";522779;"#000000";"#092669";""
8703;"A.S. VELLECHES";522783;"#006400";"#ffffff";""
8704;"F. C. DES SALÈVES";522792;"#dc143c";"#ffffff";""
8705;"F.C. TERNAY";522795;"#dc143c";"#ffffff";""
8706;"U. LORRAINE DE PLANTIERES METZ";522798;"#006400";"#ffffff";""
8707;"CAMBOUNET FOY.C.";522803;"#ffffff";"";""
8708;"F.C. DE CAUX SAUZENS";522805;"#092669";"#ffffff";""
8709;"COQ GAILLACOIS";522806;"#dc143c";"#000000";""
8710;"U.S. GRATENTOUR";522807;"#dc143c";"#ffffff";""
8711;"F.C. MONTASTRUCOIS";522812;"#092669";"#ffffff";""
8712;"A.S. VIBALAISE";522818;"#dc143c";"#ffffff";""
8713;"VILLENEUVE DE RIVIERE C.";522820;"#ffffff";"#000000";""
8714;"ESPE. V. LA CROIX AVRANCHIN";522831;"#dc143c";"";""
8715;"F.C. LANDAIS";522834;"#ffffff";"";""
8716;"U.S. PONT L  EVEQUE";522837;"#000000";"#dc143c";""
8717;"ST SULPICE J.";522846;"#092669";"#ffffff";""
8718;"F.C. DU PLESSIS GRAMMOIRE";522850;"#dc143c";"#000000";""
8719;"ET.S. USSAC";522853;"#FF6A00 ";"#000000";""
8720;"A.S. VIOLAINOISE";522858;"#FFD41C";"#dc143c";""
8721;"F.C. WIZERNES";522859;"#ffffff";"#006400";""
8722;"MONTSOULT BAILLET US";522868;"#FFD41C";"#092669";""
8723;"SP.O. MORNASSIEN";522872;"#006400";"#ffffff";""
8724;"ARGAGNON S.L.";522875;"#092669";"#ffffff";""
8725;"U.S. MOURSOISE";522881;"#dc143c";"#ffffff";""
8726;"MUROISE F. ST BONNET DE MURE";522883;"#FF6A00 ";"#000000";""
8727;"A.S. D  HALLINES";522887;"#092669";"";""
8728;"F.C. STE SEVE";522892;"#092669";"#ffffff";""
8729;"LA ST LEON DE GLENAC";522893;"#FFD41C";"#000000";""
8730;"GARDE DE L  YVEL LOYAT";522894;"#dc143c";"";""
8731;"A.S. BRENY OULCHY";522896;"#006400";"#ffffff";""
8732;"S.A. MAULEONAIS";522899;"#dc143c";"#ffffff";""
8733;"U.S. GLAGEON";522906;"#FFD41C";"";""
8734;"A.S. ST MARTIN AU LAERT";522908;"#006400";"#ffffff";""
8735;"S.C. GRAND FORT PHILIPPE";522921;"#dc143c";"#000000";""
8736;"DUTEMPLE F.C. VALENCIENNES";522922;"#092669";"#ffffff";""
8737;"STE JEUNESSE D ARTIGUES";522930;"#092669";"";""
8738;"AM.LAIQ. DE COATAUDON";522934;"";"";""
8739;"R. TARTANE";522941;"#FFD41C";"#092669";""
8740;"J.S. LONGUENESSE";522945;"#dc143c";"#FFD41C";""
8741;"A.S.C. BADEN";522948;"#092669";"";""
8742;"U.S. CHANGEENNE";522949;"#092669";"";""
8743;"CENTRE CULTUREL ET SP. PORTUGAIS TOURS";522955;"#092669";"";""
8744;"A.S. GROSTENQUIN BERIG";522958;"#006400";"#ffffff";""
8745;"BRUGUIERES S.C.";522961;"#006400";"#ffffff";""
9214;"U.S. LA CHAPELLE D  ALIGNE";517848;"#FFD41C";"#000000";""
9215;"AM.S. PARENNES";517851;"#FFD41C";"";""
9216;"FOOTBALL CLUB DU LIE PLOUGUENAST GAUSSON";517852;"";"";""
9217;"C.S. BIGNANNAIS";517854;"#092669";"";""
9218;"ST. LANDEVANTAIS";517855;"#092669";"#ffffff";""
9219;"U.S.J.A. ST MARTIN AVIRE LOUVAINE";517860;"#dc143c";"#006400";""
9220;"VAUXOISE E.S.";517863;"#006400";"";""
9221;"GARGENVILLE STADE";517864;"#006400";"";""
9222;"GALLIA C. D  UCHAUD";517866;"#006400";"#ffffff";""
9223;"F.A. VAL DURANCE";517868;"#000000";"#092669";""
9224;"AV.S. ROUSSONNAIS";517872;"#FFD41C";"#000000";""
9225;"U.S. MONOBLETOISE";517885;"#092669";"#dc143c";""
9226;"U.S. ETTENDORF";517956;"#FFD41C";"#000000";""
9227;"U.S. HOLVING";517958;"#FFD41C";"#092669";""
9228;"AM.S. MURATOISE";517960;"#dc143c";"#092669";""
9229;"A.S. DE TRONGET";517963;"#FFD41C";"#000000";""
9230;"R.C. FLACE MACON";517964;"#092669";"#ffffff";""
9231;"SP.C. VOUZON";517966;"#092669";"#4b0082";""
9232;"LA VICQUOISE VICQ S/NAHON";517968;"#ffa500";"#000000";""
9233;"C.S. BUSSAC FORET";517971;"#dc143c";"#000000";""
9234;"ESPE.S. SOURSAC";517973;"#006400";"#ffffff";""
9235;"LES AIGLONS RAZACOIS";517977;"#092669";"#ffffff";""
9236;"C.A. RIBERACOIS";517978;"#FFD41C";"#006400";""
9237;"ET. DU BOCAGE BOISSIERE MONTAIGU";517981;"#ffffff";"";""
9238;"ST PIERRE S. NIEUL LE DOLENT";517982;"#dc143c";"#000000";""
9239;"A.S. ST CHRISTOPHE LIGNERON";517983;"#000000";"#dc143c";""
9240;"J.S. BASSEAU ANGOULEME";517984;"#ffffff";"#dc143c";""
9241;"O.C. ROCHECHOUART";517994;"#FF6A00 ";"#000000";""
9242;"A.S. MONTBARREY";517995;"#dc143c";"#000000";""
9243;"F.C. LE RUSSEY";517997;"#ffffff";"";""
9244;"C.S. MIRIBEL LES ECHELLES";517998;"#092669";"#ffffff";""
9245;"J.S. CELLIEU";517999;"#dc143c";"";""
9246;"ET.S. ARZENAISE";518004;"#006400";"#dc143c";""
9247;"S.C. BAILLEULOIS";518005;"#006400";"#ffffff";""
9248;"GRANDPRE A.S.";518008;"#dc143c";"";""
9249;"AM.S. DE VRIZY VANDY";518009;"#092669";"#ffffff";""
9250;"COMBS LA VILLE C.A.";518014;"#FFD41C";"#000000";""
9251;"SP.C. GADAGNIEN";518016;"#FFD41C";"#092669";""
9252;"S.O. VELLERONNAIS";518019;"#FFD41C";"#000000";""
9253;"U.S. ST DENIS DE PILE";518025;"#dc143c";"#000000";""
9254;"ENT.S. VERDELAIS ST MAIXANT SEME";518030;"#092669";"#ffffff";""
9255;"AV. MOURENXOIS";518032;"#dc143c";"#FFD41C";""
9256;"AM.S. TAILLANAISE";518036;"#092669";"#000000";""
9257;"A.C. VERT PRE";518039;"#ffffff";"#006400";""
9258;"F.C. GRUSSENHEIM";518040;"#092669";"#ffffff";""
9259;"A.S. BEAUZAC";518044;"#006400";"#ffffff";""
9260;"A.S. LAUSSONNE";518046;"#dc143c";"#ffffff";""
9261;"ET.S. GENILLE";518048;"#092669";"";""
9262;"C.S. LEROY ANGOULEME";518051;"#006400";"#ffffff";""
9263;"U.S. TOCANE ST APRE";518053;"#dc143c";"#000000";""
9264;"E.S. RIVES DE L  YON";518054;"#FFD41C";"#000000";""
9265;"U.S. SEMNOZ VIEUGY";518058;"#FFD41C";"#000000";""
9266;"U.S. BRIENNON";518059;"#006400";"";""
9267;"S.C. SOLOMIACAIS";518062;"#ffffff";"#092669";""
9268;"U.S. VOYENNES";518067;"#FFD41C";"#092669";""
9269;"U.S. AULNOY";518069;"#FFD41C";"#000000";""
9270;"ESP.S. DE NOVION PORCIEN";518071;"#000000";"";""
9271;"AM.S. ECRETTEVILLAISE";518076;"#dc143c";"#ffffff";""
9272;"BELLEVILLE FOOTBALL CLUB";518077;"#000000";"#ffffff";""
9273;"U.S. ETREPAGNY";518080;"#dc143c";"#ffffff";""
9274;"A.C. BEUZEVILLE";518082;"#dc143c";"#ffffff";""
9275;"F. C.TROARN";518084;"#006400";"#ffffff";""
9276;"U.S. TREVIEROISE";518085;"#FFD41C";"#000000";""
9277;"ELAN SPORTIF CARPIQUET F.";518095;"#dc143c";"#092669";""
9278;"L  HIRONDELLE ST JULIEN CONCELLES";518107;"#006400";"#ffffff";""
9279;"ESP. ST YVES DE NANTES";518109;"#006400";"#ffffff";""
9280;"ELVINOISE FOOTBALL";518111;"#006400";"#ffffff";""
9281;"LA GARDE STE ANNE BRANDERION";518112;"#dc143c";"#092669";""
9282;"AV. DE PLOURIN LES MORLAIX";518114;"#dc143c";"#000000";""
9283;"ENT.S. STE EMILIE EPEHY LE RONSS";518118;"#092669";"#dc143c";""
9284;"JEANNE D  ARC PIPRIAC";518121;"#000000";"#dc143c";""
9285;"SP.C. LE RHEU";518124;"#FFD41C";"#000000";""
9286;"S. REUNIS VILLARS SS/DAMPJOUX";518140;"#dc143c";"#ffffff";""
9287;"ENT.S. HARONDEL";518145;"#dc143c";"#ffffff";""
9288;"U.S. NOGENT";518149;"#092669";"";""
9289;"NOISEAU STE S.";518152;"#dc143c";"#ffffff";""
9290;"A.S. D  AGUESSAC";518154;"#4b0082";"#ffffff";""
9291;"F.C. MORCENX / ARENGOSSE";518160;"#ffffff";"#000000";""
9292;"TONNEINS F. C.";518161;"#dc143c";"#000000";""
9293;"U.S. BLAVOZY";518169;"#006400";"";""
9294;"A.S. VARZYCOISE";518170;"#FFD41C";"#092669";""
9295;"A.S. ENVAL - MARSAT";518173;"#FFD41C";"#000000";""
9296;"U.S. DE PONT LA ROCHE";518181;"#092669";"#006400";""
9297;"U.S. VOUGY";518183;"#dc143c";"#ffffff";""
9298;"U.S. GEVEZE";518187;"#FFD41C";"#000000";""
9299;"S.C. ST GEMMES D  ANDIGNE";518194;"#ffffff";"#092669";""
9300;"CARRIERES GRESILLONS A.S.";518199;"#FFD41C";"#006400";""
9301;"A.S. GRANDCHAMPS DES FONTAINES";518204;"#ffffff";"#092669";""
9302;"CHANGIS ST JEAN USSY U.S.";518219;"#006400";"#ffffff";""
9303;"C.S. TRAMAYES";518233;"#006400";"";""
9304;"ROSNY S/SEINE C.S.M.";518241;"#ffffff";"#dc143c";""
9305;"R.C. BERGUOIS";518247;"#006400";"#ffffff";""
9306;"F.C. MULHAUSEN";518257;"#FFD41C";"#000000";""
9307;"U.S. LAPALUTIENNE";518261;"#FFD41C";"#000000";""
9308;"F.C. BREUSCHWICKERSHEIM";518267;"#092669";"#ffffff";""
9309;"JONQUILLE S. REIGNIER";518270;"";"";""
9310;"C.S. IVRY LA BATAILLE";518278;"";"";""
9311;"LOUVECIENNES A.S.";518282;"#FFD41C";"#000000";""
9312;"F.C. DE FAINS VEEL";518300;"#092669";"";""
9313;"U.S.R. SAINT CREPIN IBOUVILLERS";518304;"#000000";"#696969";""
9314;"A.S. DE GUERTING";518310;"#000000";"#dc143c";""
9315;"F. C. WALDHOUSE-WALSCHBRONN";518312;"#dc143c";"#ffffff";""
9316;"J.S. QUEVAUVILLERS";518314;"#FFD41C";"#000000";""
9317;"CACTUS STE ANNE";518319;"#FFD41C";"#092669";""
9318;"STE EDUC.POP. ST ROMANS LES MELL";518323;"#ffffff";"#092669";""
9319;"A.S. LE VAL DE GUEBLANGE";518325;"#dc143c";"#000000";""
9320;"A.S. POISSONS NONCOURT";518326;"#092669";"";""
9321;"ST. LAMENTINOIS";518334;"#ffffff";"#000000";""
9322;"U.S. HILSPRICH";518339;"#dc143c";"#ffffff";""
9323;"A.S. RIXHEIM";518343;"#FFD41C";"#000000";""
9324;"A.S. CONCORDIA MARIENTHAL";518344;"#092669";"#ffffff";""
9325;"A.S. LUDRES";518349;"#dc143c";"#ffffff";""
9326;"R.C. RETHONDES";518351;"#092669";"#ffffff";""
9327;"A.S. CHEMINOTS CHALONS S/MARNE";518353;"#dc143c";"#000000";""
9328;"ACHERES C.S.";518355;"#092669";"#000000";""
9329;"U.S. SERIGNANAISE";518358;"#dc143c";"#ffffff";""
9330;"U.S. LAMARCHE";518420;"#092669";"#ffffff";""
9331;"U.S. VILLEREST";518426;"#092669";"";""
9332;"A.S. ST CHRISTOL LEZ ALES";518431;"#FFD41C";"#000000";""
9333;"U.S. PRUNIERS";518434;"#FFD41C";"";""
9334;"AM. ERGUE GABERIC";518440;"#006400";"#ffffff";""
9335;"C.S. AMAILLOUX";518443;"#dc143c";"#000000";""
9336;"ET.S. ST AMAND S/SEVRE";518445;"#FFD41C";"#000000";""
9337;"L  AIGLONNE ST JEAN DE BEUGNE";518451;"#FFD41C";"#dc143c";""
9338;"U.S. LE DORAT";518454;"#dc143c";"#006400";""
9339;"C.S. DE FRASNE";518455;"#dc143c";"#000000";""
9340;"U.S. VANDOEUVRE";518457;"#006400";"";""
9341;"F.C. FRANCALTROFF";518458;"#092669";"";""
9342;"S.C. MARLY";518460;"#FFD41C";"#000000";""
9343;"ET. S. FOISSIAT ETREZ";518461;"#092669";"";""
9344;"F.C. ROSENAU";518464;"#dc143c";"#000000";""
9345;"O.C. CESSONNAIS F.";518465;"#092669";"#dc143c";""
9346;"U.S. MEDREAC";518467;"#092669";"#4b0082";""
9347;"MENE BRE SP. PEDERNEC";518471;"#FFD41C";"#000000";""
9348;"U.S. PLUMAUGAT";518473;"#006400";"#000000";""
9349;"A.S. PLESTIN LES GREVES";518474;"#006400";"";""
9350;"LAPINS DE GUENGAT";518475;"#092669";"";""
9351;"U.S. ST EVARZEC";518476;"#006400";"";""
9352;"F.C. BOUAYE";518479;"#092669";"#ffffff";""
9353;"U.S. DE VAY";518484;"#FFD41C";"#006400";""
9354;"A.S.E. STE OSMANE";518486;"#006400";"#ffffff";""
9355;"J.S. SOLESMIENNE";518487;"#092669";"#ffffff";""
9356;"ST OUEN L  AUMONE A.S.";518488;"#006400";"#ffffff";""
9357;"A.S. LUPSTEIN";518514;"#ffffff";"#092669";""
9358;"S.C. ROPPENHEIM";518515;"#000000";"";""
9359;"U.S. ORCETOISE";518518;"#FF6A00 ";"#000000";""
9360;"LEMPDES SP.";518527;"#006400";"";""
9361;"A.S. TALMAY";518535;"";"";""
9362;"U.S. LESSARD EN BRESSE";518537;"#ffffff";"#000000";""
9363;"C.S. TOURANGEAU VEIGNE";518549;"#092669";"#ffffff";""
9364;"U.S. MLE OLIVET";518551;"#dc143c";"#006400";""
9365;"C.A. MEYMACOIS";518561;"#092669";"#ffffff";""
9366;"O.S.C. FORS";518567;"#FF6A00 ";"";""
9367;"ESPE. AVAILLES EN CHATELLERAULT";518573;"#006400";"#000000";""
9368;"ENT.S. DE TREVILLERS-THIEBOUHANS";518581;"#dc143c";"#092669";""
9369;"U.S. FONCINOISE";518585;"#FFD41C";"#092669";""
9370;"CERC.O.S. BOUZONVILLE";518590;"#dc143c";"#ffffff";""
9371;"F.C. LA VERRERIE SOPHIE STIRING";518592;"#dc143c";"#ffffff";""
9372;"J.S. CHAMBERIENNE";518607;"";"";""
9373;"U.S. PLAISANCE DU TOUCH";518612;"#FFD41C";"#000000";""
9374;"F.C. LUSSANAIS";518614;"#dc143c";"#000000";""
9375;"U.S. BRENSOLLE";518623;"#dc143c";"#FFD41C";""
9376;"TRICOT O.S.";518635;"#092669";"#ffffff";""
9377;"ET.S. DE SOULVACHE";518640;"#092669";"#ffffff";""
9378;"A.S. LA BACONNIERE";518642;"#4b0082";"";""
9379;"VILLEPINTE FC";518651;"#FFD41C";"#092669";""
9380;"PRESLES U.S.L. FOOTBALL";518652;"#092669";"";""
9381;"MORANGIS CHILLY F.C.";518656;"#ffffff";"";""
9382;"BOISSY L   AILLERIE ET.SP.";518657;"#006400";"#ffffff";""
9383;"VAILLANTE S. CAUDROT";518679;"#ffffff";"#006400";""
9384;"LES ROUGES ST JEAN DE LIBOURNE";518683;"#dc143c";"";""
9385;"DYNAMO LE MOULE";518695;"#dc143c";"";""
9386;"A.S. MENULPHIENNE";518701;"#dc143c";"#ffffff";""
9387;"U.S. CHAPDES BEAUFORT";518704;"#ffffff";"#092669";""
9388;"ESP.C. VEUIL";518706;"#ffffff";"#006400";""
9389;"U.S. ARGY";518707;"#092669";"";""
9390;"LA PATRIOTE AMBRAULT";518708;"#006400";"#ffffff";""
9391;"C.C.S. VAL D  AMOUR";518714;"#FFD41C";"#092669";""
9392;"C.S. BLERANCOURT";518722;"#092669";"#ffffff";""
9393;"U.S. ST MENGES";518723;"#006400";"#dc143c";""
9394;"ESPE.S. DE ROUGE";518733;"#FF6A00 ";"#ffffff";""
9395;"ENT.S. DRESNY PLESSE";518734;"#ffffff";"#092669";""
9396;"U.S. ARRADON";518738;"#092669";"#dc143c";""
9397;"AV.S. RUAUDIN";518740;"#dc143c";"";""
9398;"U.S. LANDOS";518756;"#dc143c";"#ffffff";""
9399;"U.S. ST SERNINOISE";518757;"#4b0082";"#ffffff";""
9400;"F.C. ST. GEORGES S/EURE";518760;"#dc143c";"#000000";""
9401;"F.C. NERONDES";518761;"#092669";"";""
9402;"JOYEUSE S. ST PAUL";518765;"#FFD41C";"#000000";""
9403;"U.S. LA RAVOIRE";518768;"";"";""
9404;"U.S. PEYRINOISE";518770;"#ffffff";"#006400";""
9405;"S.C. ST NICOLAS LEZ ARRAS";518773;"#006400";"#000000";""
9406;"AM. ANC.ELEVES VILLERS BOCAGE";518776;"#dc143c";"#ffffff";""
9407;"C.LAIQ. COLOMBELLOIS";518783;"#FFD41C";"#000000";""
9408;"AUBIGNY S.C.";518791;"#ffffff";"#dc143c";""
9409;"U.S. HERICOURT";518803;"#006400";"#ffffff";""
9410;"ET.S. YPREVILLAISE";518804;"#dc143c";"";""
9411;"A. S. LANQUETOT";518805;"#dc143c";"#000000";""
9412;"AV.S. MARSACAIS";518807;"#ffffff";"#092669";""
9413;"GR.SP. INTERCOMMUNAL DU SAOSNOIS";518809;"#ffffff";"";""
9414;"AC ANGERS HSA";518810;"#006400";"#ffffff";""
9415;"AM.S. RUFFIGNOLAISE";518811;"#ffffff";"#dc143c";""
9416;"U.S. LAILLE";518815;"#dc143c";"#FFD41C";""
9417;"ST. NAVARRAIS";518821;"#006400";"#ffffff";""
9418;"A.S. DE JOZE";518822;"#006400";"#ffffff";""
9419;"C.AM. LUZILLE";518823;"#ffffff";"";""
9420;"RENAISSANCE S. AMANVILLERS";518825;"#006400";"";""
9421;"U.S. ETREAUPONT";518831;"#092669";"#ffffff";""
9422;"MASSY 91 F.C.";518832;"#092669";"";""
9423;"AM.S. POUILLE TERCE";518841;"#ffffff";"#092669";""
9424;"U.S. CISSE";518844;"#ffffff";"#000000";""
9425;"C.A. EYGURANDE MERLINES";518845;"#006400";"#ffffff";""
9426;"HERMINE MENDONNAISE MENDON";518848;"#092669";"#ffffff";""
9427;"ENT.S. SEGLIENNAISE";518850;"#092669";"#ffffff";""
9428;"ENT.S. ST LAMBERT DES LEVEES";518852;"#092669";"";""
9429;"F.C. MARMANDE 47";518856;"#ffffff";"#092669";""
9430;"ST ETIENNE U.C. TERRENOIRE";518872;"#FF6A00 ";"#092669";""
9431;"LINAS MONTLHERY E.S.A.";518884;"#dc143c";"#FFD41C";""
9432;"EN. VIGNEULLE HANNONVILLE FRESNE";518888;"#FFD41C";"";""
9433;"C.S. TREGASTEL";518890;"#006400";"#ffffff";""
9434;"O. EYRAGUAIS";518903;"#FFD41C";"#000000";""
9435;"U.S. CHANITOISE";518905;"#dc143c";"#ffffff";""
9436;"U.S. DE LA BOURGONCE";518906;"#ffffff";"#092669";""
9437;"O. ST QUENTINOIS FALLAVIER";518907;"#092669";"#dc143c";""
9438;"U.S. VELAUXIENNE";518912;"#FFD41C";"#006400";""
9439;"U.S. ILLANGE";518916;"#092669";"#FFD41C";""
9440;"J.S. BONIFACIO";518928;"#000000";"";""
9441;"S.C. JUSSEY";518929;"#FFD41C";"#092669";""
9442;"C.S. NIVOLAS VERMELLE";518931;"#dc143c";"#ffffff";""
9443;"U.S. OUVRIERE LENS";518934;"#006400";"#000000";""
9444;"S.C. MONTAIGU";518936;"#ffffff";"#dc143c";""
9445;"U.J. SECTION F. EPFIG";518941;"#dc143c";"#ffffff";""
9446;"U. S. DE LA FAVE";518945;"#092669";"#ffffff";""
9447;"F.C. ST QUENTINOIS";518947;"#ffffff";"#dc143c";""
9448;"STE S. ALLINGES";518949;"#006400";"#ffffff";""
9449;"F.C. DU ROULE MULATIERE";518951;"#092669";"#ffffff";""
9450;"A.S. GEMENOSIENNE";518961;"#006400";"";""
9451;"A.C. ST ROBERT";518964;"#dc143c";"#006400";""
9452;"F.C. SCHNERSHEIM";518966;"#006400";"#ffffff";""
9453;"A.S.C. POUGUOISE";518970;"#092669";"";""
9454;"U.S. BOUGES LE CHATEAU";518972;"#FFD41C";"#092669";""
9455;"U.S. BAZOCHES LES GALLERANDES";518977;"#006400";"";""
9456;"F.C. SOING";518979;"#FFD41C";"#092669";""
9457;"S. REUNIS GOSSELMING";518983;"#006400";"#000000";""
9458;"REALMONT F.C.";518984;"#092669";"#dc143c";""
9459;"A.S. WILLEMS";518986;"#dc143c";"";""
9460;"U.S. HESDIGNEUL";518987;"#006400";"#ffffff";""
9461;"U.S. ST GERMER DE FLY";518989;"#092669";"#ffffff";""
9462;"AM.S. KERGONAN";518995;"";"";""
9463;"ESP. HOSTUNOISE";519000;"#006400";"#ffffff";""
9464;"C. DEPORTIVO ESPAGNOL TOURS";519004;"#dc143c";"#092669";""
9465;"A.S. VOUNEUIL S/VIENNE";519009;"#006400";"#ffffff";""
9466;"U.S. NALLIERS";519010;"#092669";"";""
9467;"A.S.C. BASSE HAM";519019;"#FFD41C";"#092669";""
9468;"A.S. SOETRICH";519020;"#006400";"#000000";""
9469;"U.S. CATTENOM";519021;"#dc143c";"#ffffff";""
9470;"SAVIGNY FOOTBALL CLUB";519026;"#dc143c";"#ffffff";""
9471;"A.S. SOUCIEU EN JARREST";519027;"#006400";"#000000";""
9472;"AV. THEIX";519034;"#092669";"#dc143c";""
9473;"RAH KOED PLAUDREN";519035;"#FFD41C";"#000000";""
9474;"SEMEURS GRANDCHAMP";519036;"#092669";"#ffffff";""
9475;"SARZEAU F.C.";519037;"#dc143c";"#000000";""
9476;"EAUBONNE C.S. MUNICIPAL";519039;"#ff0000";"";""
9477;"U.S.A. CANAULOISE";519042;"#006400";"#ffffff";""
9478;"ET.S. CUGES";519044;"#dc143c";"#ffffff";""
9479;"ET.S. FLASSANNAISE";519051;"#dc143c";"#ffffff";""
9480;"U.S. PRADETANE";519052;"#dc143c";"#ffffff";""
9481;"ENT.S. TROUY";519060;"#FFD41C";"#000000";""
9482;"U.S. ST SYLVESTRE PRAGOULIN";519064;"#000000";"#092669";""
9483;"AM.S.L. DE LUX";519065;"#006400";"#000000";""
9484;"C.A. ST MEME LES CARRIERES";519069;"#092669";"#ffffff";""
9485;"AV.O. DE BOZOULS";519088;"";"";""
9486;"AM.S. LE BOURGNEUF LA FORET";519095;"#FFD41C";"#000000";""
